execution_number,client_id,status_response,body_response,elapsed_time,current_date
37,466e8688-1b23-45e6-ab94-d4599a85f97a,200,"{'rois': [[1437, 194, 1602, 604]], 'class_ids': [1], 'scores': [0.993463397026062]}",64.46261763572693,06_06_2022
12,394f53ff-aee5-4dbb-80ac-896b8cba6dfd,200,"{'rois': [[1437, 194, 1602, 604]], 'class_ids': [1], 'scores': [0.993463397026062]}",66.62622451782227,06_06_2022
381,63876597-0bcd-4d94-a0cb-b2d3a26ad40b,200,"{'rois': [[1437, 194, 1602, 604]], 'class_ids': [1], 'scores': [0.993463397026062]}",68.29432344436646,06_06_2022
227,ccde4127-d4e5-45b9-a337-f9bffd57e0c4,200,"{'rois': [[1437, 194, 1602, 604]], 'class_ids': [1], 'scores': [0.993463397026062]}",68.82280421257019,06_06_2022
22,08a7dcb5-8356-4e2f-8ff9-14815d49b538,200,"{'rois': [[1437, 194, 1602, 604]], 'class_ids': [1], 'scores': [0.993463397026062]}",70.81906461715698,06_06_2022
18,faf4f27f-85cc-45c0-bcb3-7e0a810c6d7d,200,"{'rois': [[1437, 194, 1602, 604]], 'class_ids': [1], 'scores': [0.993463397026062]}",73.13643145561218,06_06_2022
7,a63fd0c3-fbea-4227-89f3-24ca90aef408,200,"{'rois': [[1437, 194, 1602, 604]], 'class_ids': [1], 'scores': [0.993463397026062]}",73.76466798782349,06_06_2022
14,cd1fb6fa-4f64-40cc-8677-31597d0e7819,200,"{'rois': [[1437, 194, 1602, 604]], 'class_ids': [1], 'scores': [0.993463397026062]}",74.07580804824829,06_06_2022
21,87d6cab7-94bf-4f6a-b315-d5c1096acb0a,200,"{'rois': [[1437, 194, 1602, 604]], 'class_ids': [1], 'scores': [0.993463397026062]}",74.1332938671112,06_06_2022
6,54cc6d6d-9c48-4c4b-bcd5-ddc7cefde39f,200,"{'rois': [[1437, 194, 1602, 604]], 'class_ids': [1], 'scores': [0.993463397026062]}",74.40170478820801,06_06_2022
45,19f000cf-4fc7-4e30-ba30-cfe117a33d46,200,"{'rois': [[1437, 194, 1602, 604]], 'class_ids': [1], 'scores': [0.993463397026062]}",74.56024837493896,06_06_2022
17,9038f1c9-8837-4a3d-a5d8-1fbbffe071b7,200,"{'rois': [[1437, 194, 1602, 604]], 'class_ids': [1], 'scores': [0.993463397026062]}",74.8002758026123,06_06_2022
0,0aa5450d-9fd5-4f3e-89cc-e018d2d57511,200,"{'rois': [[1437, 194, 1602, 604]], 'class_ids': [1], 'scores': [0.993463397026062]}",74.90797758102417,06_06_2022
19,b992298a-11a7-48ec-a16d-c0c024932c78,200,"{'rois': [[1437, 194, 1602, 604]], 'class_ids': [1], 'scores': [0.993463397026062]}",74.94269394874573,06_06_2022
38,14ed2305-97a9-4050-87f1-0e8e5cdafd22,200,"{'rois': [[1437, 194, 1602, 604]], 'class_ids': [1], 'scores': [0.993463397026062]}",74.98089098930359,06_06_2022
23,21c6a496-1fc1-42e8-b779-698a9bd00f6f,200,"{'rois': [[1437, 194, 1602, 604]], 'class_ids': [1], 'scores': [0.993463397026062]}",75.12505316734314,06_06_2022
82,4d65e78a-2cd1-46ed-9114-7a0c9bdc02b5,200,"{'rois': [[1437, 194, 1602, 604]], 'class_ids': [1], 'scores': [0.993463397026062]}",75.2090322971344,06_06_2022
496,c59dc823-5eed-4f15-a020-042ef88a736c,200,"{'rois': [[1437, 194, 1602, 604]], 'class_ids': [1], 'scores': [0.993463397026062]}",74.56449580192566,06_06_2022
9,1f0abfd1-d5f9-45f4-9322-17de5d5e582a,200,"{'rois': [[1437, 194, 1602, 604]], 'class_ids': [1], 'scores': [0.993463397026062]}",75.46493673324585,06_06_2022
240,7e8a3158-57f8-4bca-a956-95fa8509109c,200,"{'rois': [[1437, 194, 1602, 604]], 'class_ids': [1], 'scores': [0.993463397026062]}",75.03348708152771,06_06_2022
115,c4ec1d21-3ceb-4286-b5ac-6d0966058852,200,"{'rois': [[1437, 194, 1602, 604]], 'class_ids': [1], 'scores': [0.993463397026062]}",75.47947645187378,06_06_2022
141,19b99815-6327-46f4-842f-d4d5d2b22524,200,"{'rois': [[1437, 194, 1602, 604]], 'class_ids': [1], 'scores': [0.993463397026062]}",75.57218098640442,06_06_2022
368,aebae609-b5db-4e8c-9a20-8aaf74088c49,200,"{'rois': [[1437, 194, 1602, 604]], 'class_ids': [1], 'scores': [0.993463397026062]}",75.20850539207458,06_06_2022
304,d1bd7a99-599a-46f5-b8ee-69ee01955a40,200,"{'rois': [[1437, 194, 1602, 604]], 'class_ids': [1], 'scores': [0.993463397026062]}",75.33273243904114,06_06_2022
53,440892e4-e9a9-44f0-aa23-67c3cc1a9b91,200,"{'rois': [[1437, 194, 1602, 604]], 'class_ids': [1], 'scores': [0.993463397026062]}",75.99072003364563,06_06_2022
